fips,STATEFP,delta_STD_gen,delta_STD_gas
27035,27,0.369477577565634,0.0693528079430572
27037,27,0.0759001356857186,0.410230810730997
27039,27,-0.181719466871359,NA
27041,27,-0.24292182590844,-0.00295688331588407
27043,27,0.251811531659705,-0.229047371160854
27045,27,0.12643872865671,-0.815787642249802
27047,27,-0.0083293365906828,-0.640824709150695
27049,27,0.56674499582983,0.159111605140727
27051,27,-0.456299775462351,NA
27053,27,0.685531479148073,0.268196808336298
27055,27,0.648263893530679,0.297597042513863
27057,27,-0.211889243960554,0.44435074790679
27059,27,0.0457937294217878,1.85316687042523
27061,27,0.0504313141864989,-0.375494739399635
27063,27,0.268678563187408,-0.230091876075596
27065,27,1.05791150271658,-0.712730504332371
27067,27,0.0200074778129099,-0.675420815953099
27071,27,0.528281414408402,0.844612717698252
27073,27,8.14718020477142,NA
27075,27,0.330143614188449,1.03457603096466
27077,27,0.311903572976203,-0.996035242290749
27079,27,0.415936186294536,2.77961190535972
27083,27,0.512298322801201,-0.730913110015303
27085,27,0.135345926817362,0.00184399465344967
27089,27,-1,NA
27091,27,0.382441402778017,-0.523463890862542
27093,27,0.25260934038892,0.215111591730637
27095,27,0.0456111184203879,3.12527568267208
27097,27,0.00636566035255533,-0.0715911286242744
27099,27,-0.167373956648163,0.38311427627975
27101,27,-0.272889819949745,NA
27103,27,-0.135124363881043,-0.1523910955238
27105,27,0.197601427415458,0.484710550887021
27109,27,0.410334016675686,-0.154782443722936
27111,27,0.101543698728697,0.426125953600864
27113,27,-0.502503270751058,0.298205370395358
27115,27,0.0496636756704258,-0.244583083774552
27117,27,0.770639613031822,NA
27119,27,0.050588963487104,1.99212616914586
27121,27,0.424167890609619,4.57603686635945
27123,27,0.621247483959611,0.117592853405307
27125,27,0.334016393442623,NA
27127,27,0.108362574973829,NA
27129,27,-0.0476040303409034,0.896483397754952
27131,27,0.100633450709411,0.30199252136081
27133,27,-0.430289101930496,0.163446906575362
27135,27,0.629078368702288,0.518004022212357
27137,27,0.194907581799892,-0.132071969950223
27139,27,0.290654130293062,0.215185387331332
27141,27,-0.0995279428897437,0.261760338869611
27143,27,3.84153280081843,0.82581625776639
27145,27,0.138653337932233,0.17255863872069
27147,27,0.0888592116059874,-0.0544718551534208
27149,27,1.01467666171376,2.19615051903114
27151,27,-0.433430116306802,0.353846111813702
27153,27,0.0224064972064137,-0.195156038912503
27155,27,1.10123775483188,NA
27157,27,0.746235553826543,0.557028805020312
27159,27,-0.173249253736939,-0.750942336659009
27161,27,-0.034207912087873,NA
27163,27,0.172352158074846,0.00895702176294022
27165,27,0.432933411406788,-1
27169,27,0.106464724332557,-0.606412639405204
27171,27,0.24537137023518,-0.184318685708293
27173,27,0.500566497974844,NA
28001,28,0.138007938074143,-0.462316989951979
28003,28,0.369466079684897,0.207195311764916
28005,28,-0.00225601141627131,-0.0282928266565622
28007,28,-0.0595219222215846,-0.0633554733290022
28009,28,-0.495051078329828,-0.776903945687975
28011,28,0.19403937430959,0.068219322204605
28013,28,-0.330284091620824,-0.433309350152751
28015,28,-0.469165530582112,0.217430173592159
28017,28,0.152330287057752,NA
28019,28,1.00638788382312,NA
28021,28,-0.0832896312262906,-0.393076704814149
28023,28,0.178738843113595,0.765221282965485
28025,28,0.613292889883855,0.127781458308058
28027,28,0.774018195592668,-0.0648281484093824
28029,28,0.244782371253426,1.18933738148095
28031,28,1.01136339111647,1.2545069677776
28033,28,0.180926869642484,-0.00363091308568824
28035,28,0.113583052434177,0.59249801705624
28037,28,-0.431611184450906,-0.170380310180023
28039,28,0.0995381025944605,-0.126282993446412
28041,28,-0.0904786844252074,-0.84270462633452
28043,28,0.786503010186674,-1
28045,28,0.214152676774076,0.0356098252123996
28047,28,0.24383497453883,0.11958579046315
28049,28,0.576824012678167,0.948765988322525
28051,28,0.218807282884501,-0.0249232527951926
28053,28,0.870007073862287,-1
28057,28,0.389607940744317,-0.171496157217363
28059,28,0.0971008268072043,0.585657588895696
28061,28,0.0448733495297236,5.94821704293009
28063,28,0.0382215288611544,-0.55546890232014
28065,28,0.181291263147049,-0.220878534590076
28067,28,0.435772319124281,0.368884697061443
28069,28,-0.6999481999482,0.160211155854017
28071,28,-0.0381888192691958,0.066593563879592
28073,28,1.09057708707606,0.124403243791527
28075,28,0.0958784626686598,-0.0213250904830959
28077,28,0.310027318082486,0.254567600487211
28079,28,0.109480353641085,0.0121834601211823
28081,28,0.173532482640466,0.156289521248313
28083,28,0.152164258543682,-0.0954459925703892
28085,28,0.164623583449321,0.39850315249303
28087,28,-0.0589111253223666,0.0187742210784695
28089,28,0.305929648943821,0.0686618075212321
28091,28,0.0144081747018505,0.307482673619622
28093,28,0.0911235204042537,4.61742844161778
28095,28,0.598585415396356,0.23722995903375
28097,28,1.49321745636758,0.192439017348172
28099,28,0.482169187031307,-0.37995385378617
28101,28,0.815891177671886,-0.243574279927447
28103,28,-0.350840251370048,14.3005104489769
28105,28,0.275863476046154,-0.0962089749598988
28107,28,0.0805103433861508,0.456406577838357
28109,28,-0.0041404132189056,0.0106744549947457
28111,28,-0.246739602843097,0.000477155227667198
28113,28,0.0865417643326593,-0.160959287671092
28115,28,-0.141919827237936,-0.232282990879979
28117,28,0.224819051395979,0.319175832793343
28119,28,-0.55413555427915,-0.345490389354362
28121,28,0.114082238614048,0.136016748164191
28123,28,0.31380099262675,0.123108356513423
28125,28,0.27232782725158,NA
28127,28,0.547918148135535,0.0640008641648511
28129,28,-0.140877869633928,-0.324971188302052
28131,28,0.0361291888104033,-0.171472355143658
28133,28,0.285656656161129,0.0736837240897079
28135,28,0.174759542126889,2.52511961722488
28137,28,1.06575471737969,-0.561107853560076
28139,28,0.513912372257876,-0.164008500603954
28141,28,1.19631499049862,-0.199235697696669
28143,28,-0.072246648098802,1.58640168352698
28145,28,0.189152835881148,1.14569580239334
28147,28,-0.339436094544569,1.42822798022612
28149,28,0.007540218444376,0.00926558997454369
28151,28,0.220548956371771,0.0284464809200287
28153,28,0.195426205664609,-0.251555301348105
28155,28,-0.297321216663957,0.315704878026435
28157,28,3.47652247828583,-0.282410225197809
28159,28,-0.156966346078046,0.138378325415502
28161,28,-0.894150914556478,-0.458594517487649
28163,28,-0.117669728036852,1.65360851605185
29001,29,0.676474203711298,-0.105849255655843
29003,29,0.131108538647333,-0.297428041602838
29005,29,-0.0111272626357335,0.348820180257767
29007,29,0.38001605799832,-0.563957119067444
29009,29,-0.0885364473406895,5.14582191521806
29011,29,0.38791789094689,-0.317129467720501
29013,29,-0.0688248716667694,11.5893333333333
29015,29,0.157251425978021,2.73087926759489
29017,29,0.446128220983043,NA
29019,29,0.393896674573724,0.0255434487011933
29021,29,0.134661559962335,-0.473132581897382
29023,29,-0.0124137355236278,0.189846226655058
29025,29,-0.286672549547941,-1
29027,29,0.00510930694385515,0.19070504729115
29029,29,0.269922903681028,-0.185690185949223
29031,29,0.215019615332932,-0.192309085573207
29033,29,0.112391417761665,NA
29035,29,1.72714721714998,NA
29037,29,0.18669056578976,0.703203614378276
29039,29,0.163453891344147,NA
29041,29,-0.198568826859839,NA
29043,29,0.568055941303198,-0.00103766042257539
29045,29,-0.160321608279569,0.362516931412388
29047,29,0.322421174991375,0.278301931680434
29049,29,0.0948938670172191,-0.00291345564929636
29051,29,1.99404799910848,-1
29053,29,-0.0651462021177937,0.0889408010790503
29055,29,0.264903222799194,-0.00113527202864387
29057,29,0.678513819448008,NA
29059,29,0.0186924940317696,NA
29061,29,0.294343436448862,-0.136895268474216
29063,29,0.384784532743039,-0.341412343369828
29065,29,0.147426539284087,-1
29067,29,-0.0486328345720842,-0.714526647177873
29069,29,0.160815710114039,-0.58830722797523
29071,29,-0.0708171402349066,0.0236310696084338
29073,29,-0.0196508986407306,0.0627610693400168
29075,29,0.0484812349527163,NA
29077,29,0.197096344811145,0.0814458564612886
29079,29,4.08903156385695,NA
29081,29,-0.139551497341814,-0.152242353590991
29083,29,0.110889865036512,0.126888967248081
29085,29,-0.473425867552084,NA
29087,29,-0.209591996507853,0.0684851322875204
29089,29,0.835755932958883,NA
29091,29,0.473438347499722,1.38125627306398
29093,29,-0.130026383958488,NA
29095,29,0.620751233083354,0.256899055256529
29097,29,-0.0787281270377311,0.0125673788364225
29099,29,0.157670974015178,-0.114665497116132
29101,29,0.0466752955943472,0.45534117195946
29103,29,-0.343730716027989,0.477969686288333
29105,29,0.381354492106024,0.333074865966491
29107,29,-0.0692504411697629,0.196520173958879
29109,29,-0.259178677783434,-0.224666746970201
29111,29,1.23254570255533,-1
29113,29,0.16525194124166,-0.123462339652937
29115,29,0.309683983013333,-0.091828793774319
29117,29,0.389814476093721,-0.243577430972389
29119,29,-0.44410652497551,-0.666390025073467
29121,29,0.0203170130615268,-0.333583652691606
29123,29,-0.213836480402882,-0.399484383233213
29125,29,-0.445405814070267,-0.24781304054174
29127,29,0.22918382648883,1.86658415940232
29129,29,-0.156150393015699,NA
29131,29,1.23553919539419,-0.233779032979103
29133,29,-0.145951072308926,1.63823255934928
29135,29,0.755779334202258,1.39508282436541
29137,29,2.28187867832715,0.28053394490267
29139,29,0.00173043475928496,3.00335359816805
29141,29,-0.130385465681043,0.458215962441315
29143,29,-0.0440447070457187,0.3136176929032
29145,29,0.41119597259225,-0.21204423504849
29147,29,0.106395398589266,-0.34336072942083
29149,29,1.10982764691972,NA
29151,29,0.92804264983572,-0.180961538461539
29153,29,1.07258328634279,NA
29155,29,0.796405405894113,0.469203966829005
29157,29,0.231099018719259,NA
29159,29,0.167888615765611,0.215334762111534
29161,29,0.0398160298622974,1.61670371230577
29163,29,-0.0754617518447031,-0.24022633744856
29165,29,0.330624284054152,-0.0613221829049282
29167,29,0.414280371068438,0.255778459243078
29169,29,0.0861644696059923,0.291438036407085
29171,29,1.04330837138475,NA
29173,29,0.249926963923843,-0.227850519865677
29175,29,0.293902196474084,-0.487724916132967
29177,29,0.474763142222166,0.644209940240847
29179,29,-0.645309882747069,NA
29181,29,0.00535252596780314,NA
29183,29,0.01258692664258,0.11844144736792
29185,29,-0.0460896485772281,-0.253962114766174
29186,29,0.366038415551956,-0.249172059902917
29187,29,0.180622609385992,1.28037963407149
29189,29,0.206762116656253,0.117075538128908
29195,29,0.637261036451065,-0.154292783995263
29197,29,1.25730336229161,-0.0722253021208636
29199,29,-0.596427609062124,-0.315737514518002
29201,29,0.0823437241716463,-0.230868010586116
29203,29,0.0900177535684157,NA
29205,29,-0.0488207421980199,NA
29207,29,0.0351362743476962,-0.361333462524088
29209,29,-0.191204876762631,0.632240512339966
29211,29,0.767399438646837,NA
29213,29,-0.0331457964854005,-0.0405493576116897
29215,29,1.49405924760711,-0.137900197441864
29217,29,-0.0816799722131399,0.0217528371915483
29219,29,0.144100686871445,-0.07325931903473
29221,29,-0.0916052174051157,-0.545545792321576
29223,29,-0.187339463395185,-0.119960437221889
29225,29,0.254802481663978,0.219313899593297
29227,29,0.0160695610883287,NA
29229,29,0.460890215607592,-0.147622816095453
29510,29,0.12743455399308,0.324090518710505
30001,30,0.990897125036226,0.196996262839383
30003,30,0.258031891252164,1.54543112941275
30005,30,-0.865801767488916,-0.922846567967698
30007,30,0.883709981167608,0.691705529646902
30009,30,0.150290233866529,-0.54932735426009
30013,30,0.319120999640444,0.183515168798658
30017,30,-0.236552643363516,-0.168189925359613
30021,30,0.672780254665002,-0.402139152878541
30023,30,0.450178249733596,NA
30027,30,-0.472194847438302,-0.1977922226955
30029,30,0.0460681841680356,2.93728478779283
30031,30,1.42056883691999,0.14239190984421
30035,30,0.0881860714742672,-0.472835112692764
30041,30,0.0794671199001854,1.02069190834107
30043,30,-0.124613729978765,0.411522516249789
30047,30,-0.0427543527005246,-0.108150948814852
30049,30,0.112688057311599,0.00430454194257803
30053,30,-0.324772168796133,0.0798273035637209
30057,30,-0.124925224327019,4.83318721348662
30063,30,0.12755587336858,-0.0572061667547161
30067,30,-0.230132715724514,-0.615820907965374
30071,30,-0.453129900550743,1.15394988200921
30073,30,0.456320657759507,-0.316729190120595
30077,30,0.923660856912273,-0.329847963690351
30081,30,0.101005190502815,0.0680738437994465
30083,30,1.08929787291547,-0.166891685566703
30085,30,-0.240693408104434,-1
30087,30,1.34590838516712,0.903567305355541
30089,30,2.80819366852886,-0.588283290245103
30091,30,0.45543112082309,-0.341014372253237
30093,30,-0.00724348057845832,-0.313951719610854
30095,30,0.266581284900302,-0.724579558719396
30097,30,-0.335107056885848,0.199483370592742
30101,30,-0.500237193130371,-0.00287156933200872
30105,30,0.0570860870914427,1.75910245554615
30111,30,0.118091874873531,0.0984558326362673
31001,31,0.140746100970572,0.411631416523248
31003,31,0.613544153964675,NA
31011,31,-0.0414811798777853,NA
31013,31,-0.212699085576887,-0.632907573167052
31017,31,-0.665077614046289,0.336467702371218
31019,31,0.234564402275473,-0.0626546498904761
31021,31,-0.181242247031721,NA
31023,31,0.235466332078628,1.19142645971914
31025,31,0.353666024362378,-0.0272076084993679
31027,31,2.48695151805287,NA
31029,31,-0.84800609117731,NA
31031,31,-0.0748819906940293,-1
31033,31,-0.201996363078234,-0.069469584175051
31035,31,-1,-1
31037,31,-0.153266771783563,0.0915743257369852
31039,31,0.184991015236793,1.6889570591365
31041,31,-0.474875373616048,3.47273507943323
31043,31,1.67702335887377,-0.10379706544776
31045,31,-0.424009124706862,0.419111809419837
31047,31,0.131615887318492,-0.113644332080613
31053,31,-0.0909887374468778,1.24836227854934
31055,31,0.222593693260421,-0.0436063305590399
31057,31,-0.803115264797508,NA
31059,31,-0.436937294072408,NA
31061,31,0.328450954283178,NA
31065,31,0.835254333740152,NA
31067,31,0.447813042138908,0.702720905172414
31071,31,-1,0.162146226415094
31073,31,-0.637531789586401,NA
31079,31,-0.120338760794695,0.442618978924378
31081,31,-0.296655487809498,-0.312818122714205
31083,31,2.97917964240141,0.921554971335798
31089,31,-0.207881214921141,0.991359813270909
31093,31,2.12049897654713,-1
31095,31,0.284409144423772,NA
31097,31,0.396149640838104,NA
31099,31,0.96041564371652,NA
31101,31,0.304267551478943,0.106230897438109
31105,31,0.619732161966592,-0.606293169608596
31107,31,2.73210038593943,NA
31109,31,0.451805460085925,0.563286566502787
31111,31,0.0585763058813536,0.247685154317578
31119,31,0.153854439517509,-0.571221981200289
31121,31,0.25246239825171,-0.328086606691124
31123,31,-0.344447384373219,NA
31125,31,-1,NA
31127,31,-0.0169350711345408,-0.473898210029443
31129,31,0.231747305115945,NA
31131,31,0.672735848547078,-0.261644107190825
31133,31,-0.599230441392197,NA
31137,31,0.0359343092594472,-0.670161363843559
31139,31,0.14125045033461,NA
31141,31,-0.0773246518925323,-0.589389920424403
31143,31,-0.11479489655447,NA
31145,31,0.424461951441605,-0.311409503899654
31147,31,0.0588440019617265,-0.793347873500545
31151,31,0.771938393577382,NA
31153,31,0.0764206247060728,0.190008087821607
31155,31,-0.0871347649058253,0.335870364235748
31157,31,-0.105177227455346,-0.433041821453081
31159,31,0.562868914504765,-0.187276311571864
31161,31,1.41478704763569,1.79914170158406
31163,31,0.282734646581692,NA
31167,31,-0.539127191346512,NA
31169,31,0.841466080518566,1.62300214203328
31171,31,-1,NA
31173,31,-1,NA
31175,31,0.0277193127778249,0.316302186878728
31177,31,0.0861395166404354,-0.597830053159989
31179,31,0.344765688900923,0.843384178786804
31181,31,0.0728705233196205,NA
31185,31,0.432474648691111,3.51990514706033
32001,32,0.309673831850198,-0.363724003398694
32003,32,0.376578013751478,0.0795319076838997
32005,32,0.943907716396042,0.28252775200655
32007,32,0.119284727406538,0.108962195184022
32013,32,0.15125499600934,0.0386795487660341
32015,32,1.15786357899276,0.0226513308751408
32017,32,1.23575638506876,-0.0316698965717843
32019,32,0.213943387761315,-0.168160944754149
32021,32,0.0988030151294159,0.792385743921253
32023,32,0.464957029469371,0.43998496887757
32027,32,-0.209909777803793,-0.249092870427555
32029,32,-0.35687661354958,NA
32031,32,0.233345573550244,0.682124406778501
32033,32,0.0744166638653148,0.205188007815694
32510,32,0.113077078863665,0.128152637784107
33001,33,0.0942463053108471,0.256698483814784
33003,33,0.374650063167977,0.372985984312184
33005,33,-0.00922278471864627,1.27198195989349
33007,33,0.351536584075976,-0.0574520418279197
33009,33,0.15560009679017,-0.135339924366515
33011,33,0.425937769128626,0.142453338026777
33013,33,0.160342317126993,-0.117439384365072
33015,33,0.189862449755632,0.0992970695897517
33017,33,0.0763420093380647,0.129461703439937
33019,33,0.622355448446978,0.360618806676444
34001,34,0.0213633361395364,-0.112732631066148
34003,34,0.117670649416288,0.0365639677154566
34005,34,0.134031738464931,0.00829958345759927
34007,34,-0.00868126356651133,-0.0911568314864354
34009,34,0.158308251500387,-0.0202804389618425
34011,34,-0.078186492654867,-0.0789577922463743
34013,34,0.333333526737336,-0.080799983827247
34015,34,0.35173666859703,-0.123457876230466
34017,34,0.152239970818082,-0.0472271893821564
34019,34,0.0590413742457901,0.0476872820565424
34021,34,0.0625200059827651,-0.0870437612003508
34023,34,0.0421832220230643,-0.140058206005395
34025,34,0.0888490102589741,0.00171652183275117
34027,34,0.0830107854030672,0.0881587060093715
34029,34,0.027085836883592,0.0929443463990663
34031,34,0.178320028332033,0.221021835152411
34033,34,0.412310992688677,-0.0924330281928346
34035,34,0.336642932603173,-0.118786883295461
34037,34,0.0299208719021313,3.4264666384502
34039,34,0.122315426959395,-0.0815311522864042
34041,34,-0.0449322720726018,0.0193473132172976
35001,35,0.203408436095662,-0.0186230540592216
35005,35,0.0902289683915912,-0.277901112818041
35006,35,0.394958988527227,0.0897744257043351
35007,35,0.450706934873096,0.0127679019869472
35009,35,0.265171097954642,0.394481724667877
35011,35,-0.124189393266412,NA
35013,35,0.164559064510681,-0.0129130967316694
35015,35,-0.0894514202947283,-0.0166462571578731
35017,35,0.567972169292306,1.0622018387119
35019,35,0.810706244207538,-0.0143256325434919
35023,35,-0.192776616046922,-0.00689372985478473
35025,35,0.0482111927014783,-0.0151067044948498
35027,35,-0.214355768933632,-0.0741998239192967
35028,35,-0.0465261663434645,-0.216746242831902
35029,35,0.739607238465575,-0.0613250383091561
35031,35,0.174024862186808,0.464276119116525
35033,35,-0.245158059675943,0.188352176375418
35035,35,0.136808563508468,-0.0604570613199385
35037,35,1.04707783830419,-0.357487372009606
35039,35,0.790025224862832,0.310340819263068
35041,35,-0.228759144799765,NA
35043,35,0.170302358786536,0.19930110714221
35045,35,1.38151839312164,0.0570862840851128
35047,35,-0.2704595605026,0.0962095765499458
35049,35,0.321779445643329,-0.113393559914868
35051,35,-0.185302755337946,0.149856313465091
35053,35,0.0644353426996912,0.231809211303232
35055,35,0.693229688727277,0.00835107223109696
35057,35,-0.0352602169971416,0.564189426248386
35059,35,0.708266288676752,-0.0335983910327665
35061,35,0.283536731582267,0.118363484160692
36001,36,0.311859520371955,0.0145957742754978
36003,36,0.121640033041848,-0.35786119352127
36005,36,0.182332129660976,0.027250493388689
36007,36,0.314934003875708,0.0236131328826345
36009,36,0.244526430725606,0.152211951585301
36011,36,1.38636607608143,-0.123098332306507
36013,36,0.00560560938394616,0.273064102109036
36015,36,0.400468097222511,-0.0725383287443212
36017,36,0.136075593020743,0.0735219673678137
36019,36,0.422324716998623,-0.107173688882113
36021,36,-0.0347660240617101,0.0495079469509322
36023,36,-0.0335410290115115,0.02842969371778
36025,36,0.625279099574554,0.150516139467849
36027,36,1.58215483229644,0.0858854343945689
36029,36,0.330524997410841,0.0860001046326337
36031,36,0.461043693444874,-0.375312623493761
36033,36,0.132573647781171,-0.0378321983275508
36035,36,0.00797969711976969,-0.0499422495376035
36037,36,0.103838222462898,0.0767174003676551
36039,36,0.300291208318136,0.222485888075668
36041,36,0.124821004700139,NA
36043,36,0.153398540356271,-0.151609114655707
36045,36,0.0947648122197088,-0.0841652662668761
36047,36,0.396805723924633,-0.190113669623156
36049,36,0.0803650121671859,0.0565169046964498
36051,36,0.124467416582818,0.0415977116317956
36053,36,0.109148394034398,-0.059125124173205
36055,36,0.150850399607148,-0.0303403721413385
36057,36,-0.0191383246383002,0.116788444876343
36059,36,0.41626069905931,0.184875901889716
36061,36,0.110929864370569,-0.629573205223914
36063,36,0.31118428224774,-0.0566293989154876
36065,36,0.124845377307084,-0.00567620129327279
36067,36,0.114629077842722,0.335376986017544
36069,36,0.248414428165744,0.0839244306807674
36071,36,0.238212909882699,-0.0349618376614703
36073,36,0.123978497399593,0.146995766548389
36075,36,0.0579377899830186,-0.000334865290623208
36077,36,0.210859544989877,-0.0304605511660397
36079,36,-0.0621131726326093,0.503133049675685
36081,36,7.50461913078555,-0.0204102145512725
36083,36,0.102847471778204,0.10202161528701
36085,36,0.540428917625098,-0.347764992901097
36087,36,0.289039333095053,0.412806217598776
36089,36,0.0740634280052138,-0.135320366456916
36091,36,0.198028952560553,0.0418717649428281
36093,36,0.23602395446041,-0.0393009072351058
36095,36,0.0630330066450663,0.0456350084415224
36097,36,-0.0699843259067621,0.024534343670741
36099,36,0.569171183999699,-0.0731990797199435
36101,36,0.323385787292596,0.0735698538933081
36103,36,0.536346771428323,0.189786753515941
36105,36,0.166759304813038,-0.12536620645267
36107,36,0.120265665872286,0.361675754024754
36109,36,-0.096030341325947,-0.0565355106071882
36111,36,0.0690239093470137,-0.0624885728886245
36113,36,0.256015702722872,0.108604195148058
36115,36,0.217386155755147,0.127031947561544
36117,36,0.121326800918945,0.0324885532479629
36119,36,0.257408210207798,0.0627994587723975
36121,36,0.0127875804476601,0.133163030329451
36123,36,-0.0348223864308763,0.0444835556359024
37001,37,0.054582933073468,0.298405866720452
37003,37,-0.00635125692923571,0.294891286595735
37005,37,-0.0980867604173629,0.472880189348598
37007,37,0.0222669583413224,-0.114161245363142
37009,37,-0.0156444870422604,0.0246552759568928
37011,37,-0.0197074017169038,-0.238114712425476
37013,37,0.421998320217002,0.277317370031631
37015,37,-0.0332442953432273,-0.0622077690073772
37017,37,-0.0371303367480775,0.00172620708630108
37019,37,-0.0321325494471231,0.0635137395862371
37021,37,0.129772174502192,0.165980822529169
37023,37,0.0180031889563976,0.31999137423372
37025,37,0.00837032761297711,0.0736364077512655
37027,37,0.0611441464056186,-0.0730245442324916
37029,37,-0.149030046472637,0.17163680911764
37031,37,0.0903566830317456,0.0846554374949832
37033,37,-0.015719598106429,-0.0471638573080278
37035,37,0.027194014038693,-0.193093318310994
37037,37,-0.0376335577823854,-0.0138965643929588
37039,37,-0.0325147210567268,-0.138087658764147
37041,37,0.0964875931985351,0.0465807139946693
37043,37,0.50968809399237,-0.321614432751243
37045,37,0.0556713658552621,-0.0622972216358227
37047,37,0.0266358897128156,-0.0661979246880517
37049,37,0.057938364821403,0.198897982764817
37051,37,0.132739464632441,-0.0444177006059159
37053,37,-0.0335418623837149,0.0208791085788189
37055,37,0.0466842481785607,0.210565736971701
37057,37,-0.0524844868766761,0.0470049491950272
37059,37,-0.0833262499834885,0.0284292703012972
37061,37,0.0750644952856339,0.382888368478775
37063,37,0.149049766365519,0.0735896471788577
37065,37,-0.0570227398826801,-0.195381840010428
37067,37,0.355178285347431,0.227624802419074
37069,37,-0.0503001335172381,0.504078252093703
37071,37,0.0528069229071697,0.204091043532147
37073,37,-0.030308943867047,0.417837997780745
37075,37,0.573280363209161,0.143666254449661
37077,37,-0.068842612712776,0.0118106700086098
37079,37,0.211050433418809,0.416466462535573
37081,37,0.0320651582513369,0.0523535695008019
37083,37,0.0483343821184513,0.0369464829968911
37085,37,0.0790757379838947,-0.0206088051171917
37087,37,-0.116277118275018,0.141106896698233
37089,37,-0.0328730936729276,0.328574313161941
37091,37,-0.0252576014439709,-0.0950090712510341
37093,37,0.0406249362616214,-0.25283382039808
37095,37,2.41244086159576,NA
37097,37,0.0236479443130568,0.0205816409665752
37099,37,-0.00450916191498548,0.0230107753251428
37101,37,0.828097425530022,0.57078362324467
37103,37,-0.141697127999861,0.270859451177044
37105,37,0.038770418603782,0.26638408867524
37107,37,-0.1953158661535,0.0210772909993861
37109,37,0.0927595002517131,0.178895602114401
37111,37,0.136457487595426,0.327995021502068
37113,37,-0.0919983950875234,0.567970306466669
37115,37,-0.192560692901278,0.454108211681232
37117,37,0.135348836614615,0.22028745334286
37119,37,0.106120512999356,0.220512243726602
37121,37,-0.0440175124194526,0.184176031677483
37123,37,0.0484403394004202,0.316901256632132
37125,37,0.166070162779278,-0.0323449144557846
37127,37,0.0348466596834843,-0.0209542231153387
37129,37,0.0756541642125116,-0.0402126295805963
37131,37,-0.309555019540034,0.062881707426315
37133,37,0.0909912885614313,0.0495922342278793
37135,37,0.131081255077081,0.0550296465969425
37137,37,0.214421362097173,0.232338070738532
37139,37,0.188593991184769,-0.0803843680616908
37141,37,-0.0298702970549263,0.0432994993797762
37143,37,-0.0784531927468016,-0.257092722171904
37145,37,0.2640757378926,0.183996402590839
37147,37,0.314231058716489,0.130141035926093
37149,37,0.201516287099905,0.317646444527185
37151,37,3.30251791589977,0.0444791582761099
37153,37,0.21595139254944,-0.00400881169359214
37155,37,0.187594473043265,0.268341255353332
37157,37,0.0918560152783547,-0.122883022377437
37159,37,-0.00554830242641843,0.0364785962477913
37161,37,0.0214186432374611,0.338288270559804
37163,37,0.0410450916032751,0.123796295076308
37165,37,0.0221392914816736,0.463360417928637
37167,37,0.0570377328899903,0.0207987977349535
37169,37,-0.0871504064875999,0.150265626413937
37171,37,0.0612140295001151,-0.0909960349652707
37173,37,0.697074544547789,1.86840522101028
37175,37,-0.114688089035521,0.0840477670129727
37177,37,0.114457015666401,-0.0988470250362516
37179,37,0.0633481551608213,0.0802371963578177
37181,37,-0.018570855288865,0.16520051968593
37183,37,0.161660441674257,0.474005642377806
37185,37,-0.104480109932128,-0.157069149699507
37187,37,0.234491098357585,-0.123254392194392
37189,37,0.332155179681465,-0.198295680285382
37191,37,-0.00322898388580777,0.238639419886926
37193,37,0.125612447907984,0.201720954481338
37195,37,0.0673933828896289,-0.0765434999589057
37197,37,-0.205603062010752,-0.0922321731955187
37199,37,-0.0195828253029548,-0.279078357858506
38001,38,-1,-0.775214747611234
38003,38,-0.27835086661645,-0.182826801352887
38009,38,-0.362256651158589,NA
38015,38,0.248618195226971,0.824390866910316
38017,38,0.699675227534966,0.439021381252872
38019,38,0.00901447770212074,NA
38021,38,-1,NA
38023,38,-0.47416719044626,NA
38025,38,0.32359325547199,-0.0588664558501582
38027,38,-0.494057724957555,NA
38031,38,0.914244665246443,NA
38033,38,-0.32738492115352,-0.342828810961868
38035,38,0.239123147620768,-0.0216096403508397
38037,38,0.477524343070562,NA
38043,38,-0.731713518516803,-0.20851904376013
38049,38,1.82833422603107,NA
38053,38,0.2848560900288,-0.217144267674111
38057,38,-0.373506699432779,0.852072367412923
38059,38,0.0497402178246288,0.32307419220126
38061,38,0.100296397453569,NA
38065,38,-1,3.41947852760736
38067,38,-0.357679640129715,0.133687610711681
38069,38,-0.946236559139785,NA
38071,38,0.0179529656040015,11.3263833466347
38073,38,-0.326438886564297,NA
38075,38,1.03517587939698,NA
38077,38,0.0878445386930407,1.87009755201289
38081,38,-0.875702550799827,NA
38085,38,-0.319891430787127,NA
38089,38,0.746382759375024,0.0253292785383692
38093,38,1.43358922586636,0.0436113609933487
38095,38,0.234747524147206,0.116288331342095
38097,38,0.205743669770342,-0.365212596495528
38099,38,-0.462612071355948,NA
38101,38,0.576493718814751,0.0655096866061899
38105,38,0.134629874727358,-0.0371471444900438
39001,39,0.551074076113741,0.663470194901498
39003,39,0.337249519959029,-0.146372130847211
39005,39,-0.0951728726324656,0.0862257952016609
39007,39,0.0925863688118553,0.00658967770103485
39009,39,0.144988544374074,0.0905720886041385
39011,39,0.392808401761818,0.639999698750305
39013,39,-0.0335861854362297,1.66937708241739
39015,39,-0.162049613606516,0.00413291227196972
39017,39,0.0172946360701497,0.108878921400188
